index,close
0.000000000000000000e+00,1.542800000000000011e+02
1.000000000000000000e+00,1.538999900000000025e+02
2.000000000000000000e+00,1.552700000000000102e+02
3.000000000000000000e+00,1.543799999999999955e+02
4.000000000000000000e+00,1.560599980000000073e+02
5.000000000000000000e+00,1.552800000000000011e+02
6.000000000000000000e+00,1.529299900000000036e+02
7.000000000000000000e+00,1.496000099999999975e+02
8.000000000000000000e+00,1.473500099999999975e+02
9.000000000000000000e+00,1.497100100000000111e+02
1.000000000000000000e+01,1.519499999999999886e+02
1.100000000000000000e+01,1.538500099999999975e+02
1.200000000000000000e+01,1.540599980000000073e+02
1.300000000000000000e+01,1.553000000000000114e+02
1.400000000000000000e+01,1.542199999999999989e+02
1.500000000000000000e+01,1.561200000000000045e+02
1.600000000000000000e+01,1.567700000000000102e+02
1.700000000000000000e+01,1.536699999999999875e+02
1.800000000000000000e+01,1.553000000000000114e+02
1.900000000000000000e+01,1.580200040000000001e+02
2.000000000000000000e+01,1.575399899999999889e+02
2.100000000000000000e+01,1.582500000000000000e+02
2.200000000000000000e+01,1.580000000000000000e+02
2.300000000000000000e+01,1.579199999999999875e+02
2.400000000000000000e+01,1.593700000000000045e+02
2.500000000000000000e+01,1.604199999999999875e+02
2.600000000000000000e+01,1.597800000000000011e+02
2.700000000000000000e+01,1.608000000000000114e+02
2.800000000000000000e+01,1.615500000000000114e+02
2.900000000000000000e+01,1.612800000000000011e+02
3.000000000000000000e+01,1.613799999999999955e+02
3.100000000000000000e+01,1.623600000000000136e+02
3.200000000000000000e+01,1.626899999999999977e+02
3.300000000000000000e+01,1.615900000000000034e+02
3.400000000000000000e+01,1.611799900000000036e+02
3.500000000000000000e+01,1.595900000000000034e+02
3.600000000000000000e+01,1.612100100000000111e+02
3.700000000000000000e+01,1.617400100000000123e+02
3.800000000000000000e+01,1.624099999999999966e+02
3.900000000000000000e+01,1.640800020000000075e+02
4.000000000000000000e+01,1.648999900000000025e+02
4.100000000000000000e+01,1.618000000000000114e+02
4.200000000000000000e+01,1.488700000000000045e+02
4.300000000000000000e+01,1.511200000000000045e+02
4.400000000000000000e+01,1.537100100000000111e+02
4.500000000000000000e+01,1.516200000000000045e+02
4.600000000000000000e+01,1.492500000000000000e+02
4.700000000000000000e+01,1.473600000000000136e+02
4.800000000000000000e+01,1.480299990000000037e+02
4.900000000000000000e+01,1.474499999999999886e+02
5.000000000000000000e+01,1.468300000000000125e+02
5.100000000000000000e+01,1.464199999999999875e+02
5.200000000000000000e+01,1.465900000000000034e+02
5.300000000000000000e+01,1.471499900000000025e+02
5.400000000000000000e+01,1.465900000000000034e+02
5.500000000000000000e+01,1.432899899999999889e+02
5.600000000000000000e+01,1.433500099999999975e+02
5.700000000000000000e+01,1.434399999999999977e+02
5.800000000000000000e+01,1.451100000000000136e+02
5.900000000000000000e+01,1.448999900000000025e+02
6.000000000000000000e+01,1.425200000000000102e+02
6.100000000000000000e+01,1.411499900000000025e+02
6.200000000000000000e+01,1.386200000000000045e+02
6.300000000000000000e+01,1.375600000000000023e+02
6.400000000000000000e+01,1.364399999999999977e+02
6.500000000000000000e+01,1.379600100000000111e+02
6.600000000000000000e+01,1.334399999999999977e+02
6.700000000000000000e+01,1.368700000000000045e+02
6.800000000000000000e+01,1.368600000000000136e+02
6.900000000000000000e+01,1.354299900000000036e+02
7.000000000000000000e+01,1.365000000000000000e+02
7.100000000000000000e+01,1.376399999999999864e+02
7.200000000000000000e+01,1.381799900000000036e+02
7.300000000000000000e+01,1.377299999999999898e+02
7.400000000000000000e+01,1.383100000000000023e+02
7.500000000000000000e+01,1.362299999999999898e+02
7.600000000000000000e+01,1.358899999999999864e+02
7.700000000000000000e+01,1.386399999999999864e+02
7.800000000000000000e+01,1.378200099999999964e+02
7.900000000000000000e+01,1.368600000000000136e+02
8.000000000000000000e+01,1.374099999999999966e+02
8.100000000000000000e+01,1.359199999999999875e+02
8.200000000000000000e+01,1.349499999999999886e+02
8.300000000000000000e+01,1.326000099999999975e+02
8.400000000000000000e+01,1.325099899999999877e+02
8.500000000000000000e+01,1.332299999999999898e+02
8.600000000000000000e+01,1.347299999999999898e+02
8.700000000000000000e+01,1.350099945000000048e+02
8.800000000000000000e+01,1.376200000000000045e+02
8.900000000000000000e+01,1.372500000000000000e+02
9.000000000000000000e+01,1.355000000000000000e+02
9.100000000000000000e+01,1.344900100000000123e+02
9.200000000000000000e+01,1.355700099999999964e+02
9.300000000000000000e+01,1.349799999999999898e+02
9.400000000000000000e+01,1.335900000000000034e+02
9.500000000000000000e+01,1.360099945000000048e+02
9.600000000000000000e+01,1.348300000000000125e+02
9.700000000000000000e+01,1.365800000000000125e+02
9.800000000000000000e+01,1.376799900000000036e+02
9.900000000000000000e+01,1.421899999999999977e+02
1.000000000000000000e+02,1.437400100000000123e+02
1.010000000000000000e+02,1.431799900000000036e+02
1.020000000000000000e+02,1.416299999999999955e+02
1.030000000000000000e+02,1.418999900000000025e+02
1.040000000000000000e+02,1.488500099999999975e+02
1.050000000000000000e+02,1.508500099999999975e+02
1.060000000000000000e+02,1.495800000000000125e+02
1.070000000000000000e+02,1.485399899999999889e+02
1.080000000000000000e+02,1.493799999999999955e+02
1.090000000000000000e+02,1.490500030000000038e+02
1.100000000000000000e+02,1.477299999999999898e+02
1.110000000000000000e+02,1.503300000000000125e+02
1.120000000000000000e+02,1.496200000000000045e+02
1.130000000000000000e+02,1.507700000000000102e+02
1.140000000000000000e+02,1.514399999999999977e+02
1.150000000000000000e+02,1.521799900000000036e+02
1.160000000000000000e+02,1.522700000000000102e+02
1.170000000000000000e+02,1.521200000000000045e+02
1.180000000000000000e+02,1.515500000000000114e+02
1.190000000000000000e+02,1.500200040000000001e+02
1.200000000000000000e+02,1.501399999999999864e+02
1.210000000000000000e+02,1.501599999999999966e+02
1.220000000000000000e+02,1.482400100000000123e+02
1.230000000000000000e+02,1.470800020000000075e+02
1.240000000000000000e+02,1.466299999999999955e+02
1.250000000000000000e+02,1.466899999999999977e+02
1.260000000000000000e+02,1.474299900000000036e+02
1.270000000000000000e+02,1.475900000000000034e+02
1.280000000000000000e+02,1.483200099999999964e+02
1.290000000000000000e+02,1.469600100000000111e+02
1.300000000000000000e+02,1.481999999999999886e+02
1.310000000000000000e+02,1.461000099999999975e+02
1.320000000000000000e+02,1.456100000000000136e+02
1.330000000000000000e+02,1.489099999999999966e+02
1.340000000000000000e+02,1.490200040000000001e+02
1.350000000000000000e+02,1.490399930000000097e+02
1.360000000000000000e+02,1.492700000000000102e+02
1.370000000000000000e+02,1.511599999999999966e+02
1.380000000000000000e+02,1.536399999999999864e+02
1.390000000000000000e+02,1.521200000000000045e+02
1.400000000000000000e+02,1.539399999999999977e+02
1.410000000000000000e+02,1.534900100000000123e+02
1.420000000000000000e+02,1.536100000000000136e+02
1.430000000000000000e+02,1.534299900000000036e+02
1.440000000000000000e+02,1.527400100000000123e+02
1.450000000000000000e+02,1.546499900000000025e+02
1.460000000000000000e+02,1.539099999999999966e+02
1.470000000000000000e+02,1.531299999999999955e+02
1.480000000000000000e+02,1.522500000000000000e+02
1.490000000000000000e+02,1.490599980000000073e+02
1.500000000000000000e+02,1.482500000000000000e+02
1.510000000000000000e+02,1.474299900000000036e+02
1.520000000000000000e+02,1.476899999999999977e+02
1.530000000000000000e+02,1.474499999999999886e+02
1.540000000000000000e+02,1.482400100000000123e+02
1.550000000000000000e+02,1.491100000000000136e+02
1.560000000000000000e+02,1.488899999999999864e+02
1.570000000000000000e+02,1.493400000000000034e+02
1.580000000000000000e+02,1.483000000000000114e+02
1.590000000000000000e+02,1.479600100000000111e+02
1.600000000000000000e+02,1.472299999999999898e+02
1.610000000000000000e+02,1.491799900000000036e+02
1.620000000000000000e+02,1.492800000000000011e+02
1.630000000000000000e+02,1.455200000000000102e+02
1.640000000000000000e+02,1.462299999999999898e+02
1.650000000000000000e+02,1.447299999999999898e+02
1.660000000000000000e+02,1.463100000000000023e+02
1.670000000000000000e+02,1.452599899999999877e+02
1.680000000000000000e+02,1.451999999999999886e+02
1.690000000000000000e+02,1.389299900000000036e+02
1.700000000000000000e+02,1.418899999999999864e+02
1.710000000000000000e+02,1.411799900000000036e+02
1.720000000000000000e+02,1.424699999999999989e+02
1.730000000000000000e+02,1.432599899999999877e+02
1.740000000000000000e+02,1.414199999999999875e+02
1.750000000000000000e+02,1.411999999999999886e+02
1.760000000000000000e+02,1.421599999999999966e+02
1.770000000000000000e+02,1.420299990000000037e+02
1.780000000000000000e+02,1.380399930000000097e+02
1.790000000000000000e+02,1.385900000000000034e+02
1.800000000000000000e+02,1.386399999999999864e+02
1.810000000000000000e+02,1.380599980000000073e+02
1.820000000000000000e+02,1.376000099999999975e+02
1.830000000000000000e+02,1.382800000000000011e+02
1.840000000000000000e+02,1.383000000000000114e+02
1.850000000000000000e+02,1.383100000000000023e+02
1.860000000000000000e+02,1.387299999999999898e+02
1.870000000000000000e+02,1.384699999999999989e+02
1.880000000000000000e+02,1.386699999999999875e+02
1.890000000000000000e+02,1.390899960000000135e+02
1.900000000000000000e+02,1.380800020000000075e+02
